phageName,phageNCBIName,test/training,phageVirusgroup,hostSuperkingdom,hostPhylum,hostClass,hostOrder,hostFamily,hostGenus,hostSpecies
Mycobacterium phage Contagion,KF024732,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Gaia,KJ567043,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Cerasum,KM215148,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Minerva,KM101123,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Trike,KM101120,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Inventum,KM066034,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage BuzzLyseyear,KM347889,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Estave1,KM279937,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Alvin,KP027205,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Keshu,KP027199,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Milly,KP027206,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Sbash,KP027201,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Methuselah,KC661272,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Puhltonio,GQ303264,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Solon,EU826470,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Brujita,FJ168659,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Butterscotch,FJ168660,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Gumball,FJ168661,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Troll4,FJ168662,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Fruitloop,FJ174690,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Konstantine,FJ174691,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Pacc40,FJ174692,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Ramsey,FJ174693,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Chah,FJ174694,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Phlyer,FJ641182,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Hope,GQ303261,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Shaka,JF792674,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage SkiPole,GU247132,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Angelica,HM152764,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage CrimD,HM152767,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Melvin,KF841476,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage LeBron,HM152763,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Faith1,JF744988,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Suffolk,KF713485,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Doom,JN153085,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Euphoria,JN153086,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Oline,JN192463,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Thibault,JN201525,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Charlie,JN256079,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Larva,JN243855,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Wile,JN243857,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Lilac,JN382248,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Trixie,JN408461,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Turbido,JN408460,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage GUmbie,JN398368,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage RidgeCB,JN398369,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Drago,JN542517,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Liefie,JN412593,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Patience,JN412589,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage BigNuz,JN412591,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Perseus,JN572689,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage AnnaL29,KF024721,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Redi,JN624851,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage BarrelRoll,JN643714,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Dreamboat,JN660814,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Rumpelstiltskin,JN680858,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Violet,JN687951,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Vista,JN699008,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Acadian,JN699007,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Heathcliff,KJ194584,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Alma,JN699005,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Babsiella,JN699001,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage BillKnuckles,JN699000,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Blue7,JN698999,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Bruns,JN698998,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Courthouse,JN698997,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage DeadP,JN698996,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Dori,JN698995,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Gadjet,JN698992,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Kugel,JN699016,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage LHTSCC,JN699015,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Obama12,KF959563,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage SG4,JN699012,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Firecracker,JN698993,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage JacAttac,JN698989,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Stinger,JN699011,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Avani,JQ809702,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Aeneas,JQ809703,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage SWU1,JF946695,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Taj,JX121091,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Butters,KC576783,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage PegLeg,KC900379,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage CASbig,KC701493,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage WIVsmall,KC736071,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Winky,KC661276,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Dumbo,KC691255,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Fishburne,KC691256,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Newman,KC691258,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage HINdeR,KC661275,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Job42,KC661280,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Jobu08,KC661281,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage PattyP,KC661273,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Phrux,KC661277,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage SDcharge11,KC661274,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Severus,KC661279,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage SiSi,KC661278,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Phaux,KC748969,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Murphy,KC748971,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Bobi,KF114874,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Redno2,KF114875,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Wanda,KF006818,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage LittleCherry,KF017001,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Catdawg,KF017002,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Jabbawokkie,KF017003,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacteriophage Velveteen,KF017004,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacteriophage Daenerys,KF017005,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Mosby,KF493883,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Adawi,KF279411,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Bane1,KF279412,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Bane2,KF279413,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Fredward,KF279414,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage PhrostyMug,KF279415,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage SargentShorty9,KF279416,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage Quink,KF279417,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
Mycobacterium phage DrDrey,KF306380,Training,Siphoviridae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis
